TransactionID,Date,Time,CustomerID,AccountType,TransactionType,Amount,Merchant,Country,Counterparty,Channel
T00583,2025-04-24,11:45:47,C4228,Savings,Cash Deposit,14896.47,Seek,Australia,Company_3217,Third Party
T00204,2025-01-18,03:43:56,C8552,Checking,Cash Deposit,9161.83,GoldenGate Exports,Singapore,Entity_5082,ATM
T00689,2025-02-22,03:21:39,C5208,Investment,Wire Transfer,18459.5,Kmart,China,Person_7241,Mobile App
T00425,2025-01-10,04:57:36,C7263,Investment,Online Payment,8221.06,PayPal,United Kingdom,Person_4639,Branch
T00468,2025-08-10,19:51:11,C3818,Investment,Cash Deposit,2242.31,Coles Express,Singapore,Company_6584,Mobile App
T00820,2025-07-14,02:16:08,C4804,Investment,Cash Deposit,4678.86,eBay,United States,Entity_8752,Third Party
T00082,2025-02-24,14:54:46,C6554,Savings,Online Payment,7984.19,Myer,United Kingdom,Entity_5428,Branch
T00839,2025-02-27,11:02:45,C7756,Investment,ATM Withdrawal,18061.1,Westpac,Australia,Company_3573,Mobile App
T00915,2025-01-31,05:47:11,C5686,Investment,Wire Transfer,21456.76,Bunnings,United States,Company_8578,Mobile App
T00412,2025-04-12,08:00:25,C2221,Investment,Crypto Purchase,5941.11,IAG Insurance,United States,Company_6940,Third Party
T00325,2025-04-28,06:59:38,C2435,Investment,Wire Transfer,8424.72,Aldi Australia,Singapore,Person_3900,Mobile App
T00570,2025-09-09,05:25:56,C3999,Savings,Online Payment,13384.67,IAG Insurance,United Kingdom,Company_3991,Online
T00518,2025-07-17,23:29:38,C9574,Business,Crypto Purchase,20678.63,IKEA,UAE,Company_5616,ATM
T00322,2025-09-13,13:19:33,C4890,Savings,Wire Transfer,7060.03,Microsoft Store,United States,Person_1844,Online
T00017,2025-01-30,08:23:05,C7171,Checking,Cash Deposit,2310.63,Aldi Australia,Singapore,Company_1827,Third Party
T00884,2025-04-19,17:45:05,C7383,Business,Cash Deposit,10111.37,Google Play,Hong Kong,Person_6501,Branch
T00669,2025-04-29,15:03:04,C1767,Checking,Crypto Purchase,16764.44,Uber,Hong Kong,Entity_7251,Third Party
T00574,2025-10-01,01:56:42,C8069,Business,Wire Transfer,1933.81,Coles Express,Australia,Person_9894,ATM
T00218,2025-04-16,13:33:02,C4212,Investment,Cash Deposit,8931.52,IAG Insurance,UAE,Person_3045,Third Party
T00392,2025-01-27,18:01:42,C2825,Business,Wire Transfer,8674.4,Target,Singapore,Person_4966,Mobile App
T00756,2025-10-12,17:54:56,C8845,Business,ATM Withdrawal,14165.01,Aldi Australia,Singapore,Company_2465,Mobile App
T00361,2025-04-02,08:06:30,C7201,Business,Cash Deposit,2883.26,ALDI,Hong Kong,Company_5207,ATM
T00714,2025-03-12,11:48:20,C6582,Business,Online Payment,19669.31,ZipPay,China,Entity_5817,Branch
T00338,2025-08-19,06:43:28,C7072,Savings,ATM Withdrawal,2114.57,Bunnings,UAE,Person_8516,Online
T00029,2025-08-09,02:48:55,C1328,Checking,Crypto Purchase,4375.45,Coles,United Kingdom,Person_7171,ATM
T00404,2025-07-15,14:55:14,C4258,Business,Online Payment,19995.29,Coles Express,Australia,Person_9592,Third Party
T00838,2025-10-07,12:29:20,C7755,Business,Cash Deposit,12024.47,IKEA,China,Person_4477,Third Party
T00816,2025-04-07,01:38:28,C9912,Business,Crypto Purchase,826.8,Coles,Hong Kong,Person_1962,Third Party
T00403,2025-01-07,04:12:20,C6250,Checking,Wire Transfer,8073.49,Uber,United States,Entity_1150,Mobile App
T00735,2025-03-11,08:01:13,C9740,Investment,Online Payment,201629.05,Coles_Express_LLC,Russia,Entity_2750,Online
T00526,2025-04-24,13:08:01,C9229,Investment,Cash Deposit,14844.42,Optus,China,Entity_3733,Third Party
T00215,2025-03-22,22:25:24,C9503,Savings,Online Payment,18460.53,JB Hi-Fi,Australia,Entity_7841,Online
T00591,2025-05-17,07:13:09,C9838,Business,ATM Withdrawal,3569.99,Woolworths,Singapore,Company_4001,Branch
T00929,2025-07-23,16:58:16,C9179,Business,Online Payment,13361.12,Apple Store,Singapore,Company_4418,ATM
T00694,2025-10-01,13:15:19,C8889,Savings,ATM Withdrawal,21873.81,Coles,Hong Kong,Entity_7032,Mobile App
T00988,2025-03-07,22:22:48,C2520,Business,Cash Deposit,14697.19,Officeworks,United Kingdom,Person_2110,Branch
T00871,2025-09-08,20:31:36,C6280,Checking,Crypto Purchase,18303.16,David Jones,UAE,Person_3259,Third Party
T00289,2025-08-06,10:43:29,C8066,Investment,Cash Deposit,20555.41,Afterpay,Hong Kong,Entity_7899,Branch
T00784,2025-08-28,14:33:43,C5194,Business,ATM Withdrawal,9064.53,Offshore Investments LLC,Singapore,Person_1284,Mobile App
T00679,2025-02-06,03:46:23,C2333,Investment,ATM Withdrawal,11405.83,Apple Store,Hong Kong,Person_7085,Branch
T00559,2025-06-01,21:58:55,C5339,Checking,Online Payment,21522.77,Myer,United States,Entity_4365,ATM
T00450,2025-05-16,05:54:34,C6043,Savings,Online Payment,24377.93,Target,Australia,Company_8628,Mobile App
T00197,2025-05-12,08:58:26,C7826,Business,Wire Transfer,24133.03,Myer,China,Person_5683,Branch
T00989,2025-03-24,07:25:05,C7237,Business,Crypto Purchase,16721.91,Aldi Australia,Hong Kong,Person_4918,Branch
T00019,2025-04-13,16:07:47,C8326,Investment,Cash Deposit,24581.61,Uber,Australia,Person_8773,Mobile App
T00857,2025-07-27,16:33:16,C5189,Savings,ATM Withdrawal,1077.53,Apple Store,UAE,Entity_7335,Online
T00050,2025-06-09,13:13:42,C5707,Checking,Crypto Purchase,17686.09,IAG Insurance,United States,Company_8848,Branch
T00318,2025-04-23,08:14:19,C3789,Savings,Online Payment,17408.93,Woolworths,Singapore,Entity_3057,ATM
T00033,2025-09-06,12:07:27,C9982,Checking,Wire Transfer,14214.12,Google Play,UAE,Company_4071,Branch
T00059,2025-05-24,02:06:39,C9354,Business,Online Payment,6904.31,Google Play,Singapore,Entity_7640,Online
T00118,2025-08-26,21:06:07,C4290,Savings,Crypto Purchase,9969.42,Google Play,United States,Person_2334,ATM
T00069,2025-07-11,14:21:19,C2226,Checking,ATM Withdrawal,14103.73,IKEA,China,Person_5358,Branch
T00569,2025-07-13,16:10:28,C7838,Savings,Crypto Purchase,11359.56,eBay,Hong Kong,Person_4005,Third Party
T00517,2025-02-25,15:28:12,C6741,Savings,ATM Withdrawal,6332.39,Commonwealth Bank,Hong Kong,Person_2778,Third Party
T00097,2025-02-18,12:18:23,C5253,Business,Cash Deposit,24943.63,IAG Insurance,UAE,Company_9566,ATM
T00401,2025-03-14,00:14:49,C6285,Business,ATM Withdrawal,22360.72,Qantas,UAE,Company_5000,Online
T00140,2025-02-24,02:31:29,C7513,Savings,Wire Transfer,13740.91,Qantas,Singapore,Entity_5770,Third Party
T00798,2025-07-05,13:03:05,C1331,Business,ATM Withdrawal,17098.22,IAG Insurance,Hong Kong,Entity_5184,ATM
T00331,2025-06-04,13:57:41,C3594,Checking,Cash Deposit,856.28,ZipPay,Australia,Person_7626,Branch
T00565,2025-08-26,20:44:16,C8650,Checking,Crypto Purchase,4807.66,Coles Express,Australia,Company_2982,Branch
T00126,2025-03-26,13:51:48,C4059,Savings,Cash Deposit,6557.69,Google Play,United States,Entity_1625,Branch
T00012,2025-01-04,13:32:26,C5369,Investment,ATM Withdrawal,15310.75,Target,Australia,Entity_3355,Mobile App
T00113,2025-04-12,16:25:10,C4825,Checking,Cash Deposit,14792.78,Coles,United States,Entity_8998,Online
T00124,2025-09-10,03:59:24,C1822,Checking,Cash Deposit,4415.13,Bunnings,Singapore,Entity_5855,Branch
T00464,2025-03-14,18:07:19,C7055,Investment,Cash Deposit,9262.3,Amazon,United States,Person_9371,Mobile App
T00500,2025-10-14,10:50:00,C8226,Checking,ATM Withdrawal,12410.82,Qantas,Hong Kong,Person_4905,Online
T00210,2025-08-01,04:11:57,C5081,Investment,Crypto Purchase,9887.53,Amaz0n Marketplace,Hong Kong,Person_4568,Mobile App
T00179,2025-08-16,08:41:01,C1479,Business,ATM Withdrawal,7447.93,Telstra,China,Entity_5420,Online
T00595,2025-02-14,19:37:47,C8290,Checking,ATM Withdrawal,21210.8,Myer,United Kingdom,Entity_2210,Third Party
T00626,2025-04-16,06:05:50,C9299,Investment,Crypto Purchase,21853.56,Aldi Australia,United Kingdom,Company_7346,Online
T00451,2025-01-09,05:30:02,C2036,Business,ATM Withdrawal,4313.65,Myer,United States,Company_4943,Third Party
T00375,2025-05-25,03:31:57,C2364,Investment,Wire Transfer,10965.0,Afterpay,United States,Person_8768,Online
T00903,2025-10-03,17:31:11,C7961,Savings,Online Payment,19411.21,Coles Express,China,Company_9361,Third Party
T00519,2025-10-10,00:26:44,C7310,Investment,Crypto Purchase,22715.84,Microsoft Store,Singapore,Person_2677,Online
T00843,2025-06-16,08:47:12,C1567,Checking,ATM Withdrawal,18741.58,Harvey Norman,Hong Kong,Entity_1023,Mobile App
T00892,2025-07-06,22:53:08,C7676,Savings,Wire Transfer,1050.72,NAB,UAE,Entity_8436,ATM
T00376,2025-10-07,06:28:25,C2581,Savings,Crypto Purchase,8738.97,Aldi Australia,United States,Company_2996,Branch
T00514,2025-05-18,23:40:59,C8285,Investment,ATM Withdrawal,19308.46,Apple Store,United Kingdom,Entity_6001,Mobile App
T00151,2025-01-18,17:22:12,C5397,Checking,ATM Withdrawal,24473.38,IKEA,China,Entity_7264,Third Party
T00428,2025-04-14,09:26:01,C6312,Checking,Cash Deposit,8909.85,Microsoft Store,United Kingdom,Person_6268,Online
T00920,2025-04-12,01:42:15,C7604,Business,Wire Transfer,1883.74,Telstra,Australia,Entity_3987,Mobile App
T00095,2025-09-17,00:41:23,C4796,Savings,Cash Deposit,17422.79,Amazon,Hong Kong,Company_7586,Branch
T00660,2025-01-17,17:40:08,C8287,Business,Crypto Purchase,11177.84,eBay,Singapore,Person_3904,Online
T00089,2025-06-22,11:54:20,C7239,Investment,ATM Withdrawal,6771.84,JB Hi-Fi,Hong Kong,Entity_4762,ATM
T00458,2025-04-02,16:25:30,C3926,Investment,Cash Deposit,18419.37,Telstra,Hong Kong,Company_8146,ATM
T00555,2025-09-21,04:40:28,C4123,Business,Crypto Purchase,5541.43,Telstra,Hong Kong,Person_1151,Third Party
T00592,2025-04-07,02:29:42,C2586,Business,Online Payment,7364.04,Caltex,China,Person_3078,Branch
T00716,2025-01-02,07:50:19,C9557,Checking,Crypto Purchase,21984.0,Optus,UAE,Person_9273,ATM
T00659,2025-04-26,03:23:41,C1172,Investment,Wire Transfer,19760.84,Myer,China,Company_7713,Branch
T00483,2025-03-06,12:07:12,C6158,Savings,Online Payment,4700.8,Google Play,China,Company_6293,Mobile App
T00240,2025-06-10,20:34:46,C8155,Savings,Wire Transfer,13663.14,Afterpay,Hong Kong,Person_6546,Online
T00525,2025-05-09,10:31:21,C2350,Savings,Online Payment,501.85,Seek,Hong Kong,Entity_6366,Third Party
T00390,2025-07-20,21:07:11,C4408,Savings,ATM Withdrawal,3513.74,Coles,China,Entity_4254,Third Party
T00336,2025-04-06,16:25:06,C1658,Investment,Crypto Purchase,23747.51,BP Australia,UAE,Company_6762,Third Party
T00963,2025-07-13,06:52:07,C5970,Savings,Online Payment,19897.98,Caltex,Singapore,Entity_6180,ATM
T00453,2025-07-23,13:10:41,C1901,Business,Crypto Purchase,13941.23,Domain,Australia,Person_3757,ATM
T00193,2025-03-01,07:14:49,C7552,Savings,Wire Transfer,1018.93,Myer,UAE,Entity_1744,ATM
T00339,2025-03-26,06:29:18,C2766,Savings,Wire Transfer,21658.29,Woolworths,Singapore,Entity_4162,Third Party
T00168,2025-04-29,21:37:49,C8582,Business,Cash Deposit,6748.45,Target,Hong Kong,Entity_3953,Online
T00315,2025-08-26,14:07:07,C9046,Savings,Crypto Purchase,6362.1,Afterpay,United Kingdom,Person_1118,ATM
T00728,2025-10-08,22:56:04,C6568,Business,ATM Withdrawal,24229.11,Coles,UAE,Entity_2249,Third Party
T00759,2025-01-22,06:15:52,C9445,Business,Crypto Purchase,6169.87,JB Hi-Fi,United Kingdom,Company_4974,Third Party
T00701,2025-07-17,15:41:22,C2029,Checking,Crypto Purchase,6828.59,Uber,United Kingdom,Entity_4473,Third Party
T00674,2025-06-16,03:24:22,C5155,Checking,Cash Deposit,17450.64,Coles,China,Company_3122,Online
T00270,2025-01-07,00:51:25,C3079,Investment,Crypto Purchase,22639.28,Westpac,Hong Kong,Entity_2317,Online
T00801,2025-06-08,17:07:05,C8519,Savings,Online Payment,2599.73,eBay,China,Person_5825,ATM
T00078,2025-02-26,20:28:31,C4017,Checking,Online Payment,20101.62,Google Play,Australia,Person_7211,Third Party
T00488,2025-05-24,06:39:26,C6679,Investment,Cash Deposit,11006.42,JB Hi-Fi,Hong Kong,Company_9867,Mobile App
T00419,2025-01-15,07:35:06,C3253,Savings,Crypto Purchase,2723.94,Officeworks,Hong Kong,Company_1196,Branch
T00043,2025-03-09,04:42:01,C7366,Investment,Online Payment,24133.12,IKEA,China,Person_4016,Branch
T00369,2025-04-01,14:14:34,C4895,Investment,Crypto Purchase,18890.67,IAG Insurance,United Kingdom,Entity_8301,Online
T00452,2025-08-08,19:05:27,C5819,Checking,Crypto Purchase,20530.49,Commonwealth Bank,Hong Kong,Person_7289,ATM
T00128,2025-04-19,02:15:52,C1335,Investment,Crypto Purchase,13979.42,Commonwealth Bank,Singapore,Entity_1655,Third Party
T00544,2025-05-29,23:28:28,C3490,Business,Wire Transfer,2900.97,ZipPay,Hong Kong,Person_9743,Branch
T00100,2025-06-22,07:34:41,C4364,Investment,Wire Transfer,7002.23,Westpac,UAE,Company_3182,Third Party
T00853,2025-02-09,04:27:45,C3001,Investment,Wire Transfer,8977.14,NAB,United Kingdom,Company_9417,Mobile App
T00474,2025-05-27,07:38:22,C4447,Checking,Cash Deposit,24127.42,Target,United States,Person_2978,Mobile App
T00065,2025-07-31,22:35:59,C4371,Business,ATM Withdrawal,168621.69,CryptoXchange LTD,UAE,Company_2529,Third Party
T00192,2025-03-09,01:19:16,C2490,Checking,Cash Deposit,810.98,Aldi Australia,United States,Company_7048,ATM
T00183,2025-03-23,09:47:45,C4926,Business,Wire Transfer,15715.97,Target,United States,Entity_9152,Branch
T00984,2025-02-15,18:42:08,C3433,Checking,Crypto Purchase,9541.47,ZipPay,Australia,Person_3099,Online
T00175,2025-01-05,08:24:38,C8557,Investment,ATM Withdrawal,7417.5,Coles,Singapore,Entity_3064,Branch
T00076,2025-06-23,05:50:33,C8755,Checking,Crypto Purchase,20212.6,Bunnings,China,Company_1641,Mobile App
T00561,2025-03-10,06:43:31,C7634,Checking,ATM Withdrawal,14904.86,Apple Store,Singapore,Person_5119,Third Party
T00575,2025-09-11,21:53:03,C2269,Checking,ATM Withdrawal,9364.07,Kmart,Australia,Entity_2550,ATM
T00337,2025-05-19,11:08:56,C7591,Checking,Online Payment,15354.71,Qantas,Hong Kong,Entity_2765,Online
T00975,2025-04-22,03:28:31,C6908,Checking,Online Payment,8209.48,Qantas,United States,Person_2306,Branch
T00245,2025-03-08,12:34:14,C1098,Investment,Online Payment,9462.61,ALDI,UAE,Company_9282,Mobile App
T00308,2025-05-04,05:49:31,C3255,Checking,Crypto Purchase,7178.52,Apple Store,Australia,Company_4922,Online
T00340,2025-02-12,04:36:04,C7015,Savings,Online Payment,4162.61,IAG Insurance,Singapore,Company_9819,Online
T00262,2025-09-06,03:07:28,C9717,Investment,Online Payment,21467.4,Myer,China,Entity_5891,Third Party
T00582,2025-02-13,22:20:11,C4960,Business,Crypto Purchase,4943.02,Amazon,UAE,Company_7318,Online
T00141,2025-08-25,15:48:41,C7326,Checking,Cash Deposit,11238.18,ALDI,United Kingdom,Person_5884,Mobile App
T00073,2025-04-28,03:23:05,C5065,Savings,Online Payment,23574.2,JB Hi-Fi,Australia,Entity_4498,Branch
T00477,2025-01-03,22:24:01,C4551,Savings,Cash Deposit,9511.75,Qantas,China,Entity_1968,Online
T00940,2025-08-25,12:55:33,C1242,Investment,ATM Withdrawal,12705.51,Coles Express,UAE,Person_1670,Branch
T00763,2025-01-17,08:14:16,C7682,Investment,Online Payment,249933.44,FastFunds Remit,Russia,Entity_8695,Branch
T00418,2025-06-28,06:01:51,C1135,Business,Online Payment,18752.92,IKEA,China,Company_1561,Third Party
T00593,2025-02-26,19:07:06,C5874,Checking,Cash Deposit,2218.78,Aldi Australia,Australia,Company_3507,ATM
T00313,2025-05-22,11:59:42,C3839,Business,ATM Withdrawal,1132.85,Domain,United States,Person_7767,Third Party
T00638,2025-07-27,01:11:58,C8905,Savings,Crypto Purchase,17990.2,Kmart,China,Company_8675,Branch
T00938,2025-07-05,11:36:08,C8106,Savings,Crypto Purchase,11332.37,Uber,Hong Kong,Person_5643,Online
T00167,2025-05-21,18:31:41,C5699,Investment,Crypto Purchase,9658.19,Aldi Australia,Singapore,Company_8821,Online
T00378,2025-10-09,19:54:45,C8461,Business,Wire Transfer,9943.74,NAB,Hong Kong,Company_2756,ATM
T00407,2025-02-09,08:59:14,C2531,Business,Online Payment,1573.9,Uber,Hong Kong,Person_7692,Online
T00001,2025-04-11,11:37:39,C5746,Investment,Cash Deposit,9394.78,ALDI,China,Company_4691,ATM
T00198,2025-08-01,10:18:36,C9412,Investment,Online Payment,2179.42,eBay,Australia,Company_4485,ATM
T00423,2025-06-16,10:12:24,C1633,Savings,Crypto Purchase,550.78,PayPal,Singapore,Person_3426,Third Party
T00096,2025-09-29,01:42:22,C4158,Savings,Cash Deposit,9453.82,ShadySales Pty,UAE,Company_9718,Branch
T00783,2025-04-17,17:26:55,C9747,Business,Wire Transfer,18854.79,Afterpay,Australia,Company_8460,Online
T00104,2025-05-11,20:33:52,C3021,Savings,ATM Withdrawal,6089.28,Woolworths,Hong Kong,Person_3022,Online
T00194,2025-07-25,18:01:35,C3966,Savings,Crypto Purchase,9036.76,Myer,China,Person_3657,Third Party
T00088,2025-02-24,16:17:24,C1486,Business,Crypto Purchase,5591.59,Caltex,United States,Person_3949,Mobile App
T00489,2025-08-13,18:10:07,C1061,Business,Online Payment,22496.7,Domain,Singapore,Person_8750,Branch
T00081,2025-05-18,09:54:29,C2453,Checking,Crypto Purchase,3096.09,Woolworths,Australia,Company_8911,Online
T00804,2025-09-11,07:35:29,C6425,Checking,Cash Deposit,5558.2,Target,China,Company_8334,ATM
T00563,2025-02-19,10:23:54,C4666,Checking,Crypto Purchase,5287.14,Aldi Australia,China,Person_4896,ATM
T00729,2025-10-04,22:20:36,C1770,Savings,Cash Deposit,12980.6,BP Australia,UAE,Entity_3132,Third Party
T00191,2025-06-09,13:51:23,C5252,Savings,Cash Deposit,20981.39,Seek,UAE,Entity_6728,Branch
T00833,2025-06-05,10:06:35,C8333,Checking,Cash Deposit,14570.19,Bunnings,Singapore,Company_4231,Branch
T00888,2025-10-14,18:05:35,C3072,Checking,Wire Transfer,18192.87,BP Australia,Australia,Entity_6296,Branch
T00102,2025-01-17,09:36:15,C1335,Savings,Online Payment,3665.13,Myer,Singapore,Person_7306,Branch
T00635,2025-08-02,19:12:08,C9621,Savings,Crypto Purchase,19286.1,Microsoft Store,Singapore,Company_4321,Mobile App
T00153,2025-06-10,02:16:06,C9370,Checking,Wire Transfer,10888.14,PayPal,Hong Kong,Person_7968,Third Party
T00111,2025-02-11,08:04:02,C9171,Savings,Cash Deposit,8053.46,Woolworths,UAE,Person_3361,Branch
T00436,2025-04-23,08:26:15,C3414,Savings,Crypto Purchase,6146.61,Woolworths,United Kingdom,Entity_3747,ATM
T00560,2025-06-19,18:31:31,C5733,Business,Crypto Purchase,4652.35,JB Hi-Fi,Australia,Entity_7188,Online
T00971,2025-04-16,11:27:54,C5586,Investment,Wire Transfer,21775.3,Qantas,China,Entity_4675,Online
T00785,2025-05-26,18:12:44,C9337,Savings,Wire Transfer,19282.81,Amazon,United Kingdom,Company_4212,ATM
T00973,2025-07-06,19:14:06,C6437,Checking,Crypto Purchase,18474.31,eBay,UAE,Person_9309,Online
T00726,2025-03-16,05:58:37,C1778,Savings,Cash Deposit,237634.38,Shell Intl Payments,UAE,Entity_5827,ATM
T00010,2025-02-18,17:31:02,C8438,Checking,ATM Withdrawal,69.43,David Jones,UAE,Person_3786,Online
T00480,2025-01-13,18:16:47,C2672,Savings,Wire Transfer,3537.32,Afterpay,United Kingdom,Entity_8694,Third Party
T00651,2025-10-01,03:59:14,C7774,Investment,ATM Withdrawal,17637.89,NAB,United States,Person_2771,Mobile App
T00521,2025-01-08,23:19:43,C4507,Checking,ATM Withdrawal,11577.04,IKEA,United States,Company_1017,Online
T00943,2025-09-22,15:47:02,C9444,Investment,Wire Transfer,17164.9,NAB,United Kingdom,Entity_2101,Third Party
T00767,2025-09-21,18:18:18,C7442,Checking,ATM Withdrawal,21982.83,Coles Express,Singapore,Entity_1426,Online
T00162,2025-09-12,18:00:54,C5463,Savings,ATM Withdrawal,9285.46,Harvey Norman,UAE,Entity_8049,Mobile App
T00443,2025-03-23,04:04:36,C6213,Investment,ATM Withdrawal,4375.67,Telstra,China,Entity_8159,Branch
T00032,2025-05-16,15:38:51,C1591,Checking,Wire Transfer,13025.7,ALDI,Australia,Company_7872,Online
T00202,2025-06-24,18:50:02,C6984,Checking,ATM Withdrawal,24397.51,Westpac,China,Person_2473,Branch
T00799,2025-07-21,22:31:56,C7105,Checking,Wire Transfer,4015.51,Bunnings,United States,Entity_7042,Branch
T00571,2025-05-16,08:45:04,C9520,Checking,Wire Transfer,10049.04,Amazon,United Kingdom,Entity_7056,Mobile App
T00272,2025-09-10,10:41:42,C2108,Savings,Cash Deposit,23754.05,Commonwealth Bank,Australia,Person_3222,Branch
T00753,2025-04-04,18:54:12,C4398,Checking,Wire Transfer,12926.17,Amazon,UAE,Company_1545,Branch
T00661,2025-05-02,13:42:28,C3500,Checking,Wire Transfer,124175.52,UAE Trade Co,UAE,Person_8701,Third Party
T00310,2025-04-01,01:06:53,C9043,Business,ATM Withdrawal,24082.4,ANZ,United States,Entity_9289,ATM
T00213,2025-06-13,23:49:20,C4034,Savings,Crypto Purchase,16521.92,Apple Store,UAE,Company_2932,Third Party
T00022,2025-04-27,12:56:37,C2253,Investment,Crypto Purchase,1673.04,Uber,United Kingdom,Entity_3355,Third Party
T00504,2025-08-20,16:27:42,C7732,Savings,Online Payment,19475.37,Afterpay,United Kingdom,Person_6653,Branch
T00528,2025-03-04,10:30:48,C2944,Investment,Cash Deposit,19762.61,Microsoft Store,UAE,Entity_7707,Branch
T00551,2025-08-20,11:51:11,C8902,Checking,Online Payment,14461.92,Telstra,United Kingdom,Person_6608,Third Party
T00740,2025-05-06,20:40:43,C5584,Investment,Online Payment,3281.4,David Jones,UAE,Company_9402,Branch
T00886,2025-04-14,08:19:02,C2719,Checking,Online Payment,6479.19,Optus,UAE,Entity_3553,Online
T00047,2025-05-01,16:42:06,C3787,Savings,Cash Deposit,10613.87,JB Hi-Fi,UAE,Person_2653,Mobile App
T00379,2025-03-16,19:32:56,C6399,Investment,Wire Transfer,13113.88,Harvey Norman,Hong Kong,Entity_6557,Online
T00496,2025-10-12,16:12:59,C9297,Investment,Crypto Purchase,2966.61,Officeworks,Australia,Entity_4052,Third Party
T00382,2025-08-19,23:15:48,C9122,Business,Online Payment,12328.3,Westpac,United States,Company_2117,ATM
T00185,2025-04-29,01:05:50,C9565,Checking,Cash Deposit,19905.03,Coles,United States,Entity_6468,Third Party
T00206,2025-07-09,18:47:30,C7397,Checking,Cash Deposit,6308.97,Target,Australia,Company_8864,Mobile App
T00411,2025-05-12,00:58:54,C4661,Business,Wire Transfer,9293.28,Target,UAE,Entity_5497,Third Party
T00978,2025-08-08,10:51:34,C4500,Business,ATM Withdrawal,7964.03,IAG Insurance,Singapore,Person_3437,Branch
T00537,2025-09-21,13:11:30,C2973,Checking,ATM Withdrawal,3160.33,Bunnings,Hong Kong,Entity_4460,Third Party
T00869,2025-01-04,17:57:34,C6789,Checking,Crypto Purchase,19606.62,Kmart,China,Company_8536,Mobile App
T00702,2025-06-19,03:16:10,C6902,Business,Online Payment,19218.42,Woolworths,UAE,Person_3209,Branch
T00542,2025-09-01,21:02:10,C4893,Checking,Cash Deposit,5179.22,Apple Store,United States,Entity_3728,Mobile App
T00306,2025-09-21,18:14:54,C8900,Checking,Wire Transfer,14605.05,Caltex,United States,Company_1314,Online
T00826,2025-03-12,22:01:44,C4499,Investment,Wire Transfer,24189.41,JB Hi-Fi,China,Company_1889,Mobile App
T00343,2025-05-13,18:06:19,C3739,Investment,Online Payment,3802.9,Coles,United Kingdom,Person_3050,Third Party
T00909,2025-09-18,20:05:32,C4745,Savings,Wire Transfer,2479.97,Caltex,Australia,Company_5761,Third Party
T00169,2025-07-14,08:19:17,C5148,Investment,Online Payment,4278.84,JB Hi-Fi,Hong Kong,Company_3366,Third Party
T00751,2025-06-28,15:18:49,C1835,Checking,ATM Withdrawal,24787.31,Woolworths,United States,Company_8327,Mobile App
T00420,2025-04-21,10:08:39,C1523,Investment,ATM Withdrawal,8885.96,IKEA,Hong Kong,Person_8291,Branch
T00511,2025-04-22,18:48:00,C7662,Checking,Online Payment,9962.32,Aldi Australia,Australia,Entity_5566,Mobile App
T00038,2025-09-15,08:52:06,C2353,Savings,Online Payment,2257.89,Afterpay,Singapore,Person_3183,ATM
T00844,2025-01-21,22:18:20,C8724,Checking,Cash Deposit,6089.02,Seek,United Kingdom,Entity_1805,Third Party
T00815,2025-04-08,04:31:35,C2608,Business,ATM Withdrawal,18658.63,Woolworths,Australia,Person_6014,Mobile App
T00342,2025-03-13,05:36:11,C3520,Investment,Wire Transfer,12035.23,Afterpay,UAE,Person_4526,ATM
T00691,2025-01-19,21:51:25,C9089,Savings,ATM Withdrawal,21922.8,Telstra,United States,Company_8192,ATM
T00384,2025-07-02,23:26:34,C5603,Investment,Online Payment,24501.81,Westpac,United Kingdom,Person_4329,Online
T00515,2025-06-30,04:40:28,C8425,Investment,Online Payment,16046.63,ZipPay,Hong Kong,Company_2280,Third Party
T00212,2025-01-20,00:28:19,C1751,Investment,ATM Withdrawal,2392.14,Bunnings,China,Entity_5641,ATM
T00317,2025-02-17,07:16:27,C1322,Checking,Crypto Purchase,4197.08,David Jones,United Kingdom,Company_3771,Mobile App
T00085,2025-10-07,01:36:23,C9973,Investment,ATM Withdrawal,8846.59,Officeworks,United States,Person_2114,Online
T00977,2025-10-05,04:43:25,C9195,Investment,Crypto Purchase,19069.01,Bunnings,Singapore,Person_3860,Branch
T00391,2025-10-09,01:06:12,C2431,Business,Wire Transfer,4542.68,JB Hi-Fi,United Kingdom,Company_9453,ATM
T00680,2025-01-30,21:14:32,C1299,Investment,ATM Withdrawal,20731.44,Aldi Australia,United States,Company_3967,Third Party
T00650,2025-04-24,22:04:17,C7380,Checking,Crypto Purchase,18218.31,NAB,United States,Company_1671,Mobile App
T00939,2025-09-20,07:36:54,C8345,Checking,Wire Transfer,2259.46,Coles Express,Singapore,Company_5991,Mobile App
T00357,2025-06-09,09:01:26,C9113,Business,Crypto Purchase,23853.57,ALDI,Hong Kong,Company_9614,Online
T00326,2025-06-08,01:16:50,C8325,Savings,Crypto Purchase,4743.62,Westpac,China,Company_8504,Online
T00566,2025-07-29,17:25:02,C1909,Business,Wire Transfer,9474.26,Myer,United States,Entity_1325,Online
T01000,2025-04-16,12:08:12,C1318,Checking,Crypto Purchase,17901.5,PayPal,UAE,Person_2297,ATM
T00761,2025-04-19,16:16:07,C5063,Business,Crypto Purchase,8383.52,Woolworths,Hong Kong,Entity_6007,Online
T00509,2025-07-04,01:41:52,C5180,Investment,Online Payment,2810.26,ZipPay,United States,Company_8402,Branch
T00825,2025-01-26,23:28:56,C8562,Business,Crypto Purchase,861.53,Myer,Singapore,Entity_7703,ATM
